OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
10731	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
10730	Eukaryota	Radiolaria	RAD-B	RAD-B_X	RAD-B-Group-IV	RAD-B-Group-IV_X	RAD-B-Group-IV_X_sp.
9306	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
10729	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventricleftida_X	Ventricleftida_XX	Ventricleftida_XX_sp.
10728	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
8143	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
7367	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
9303	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10726	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
10723	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	Vermistella_antarctica
9299	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10722	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
10721	Eukaryota	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonemia-Group-1_X	Telonemia-Group-1_X_sp.
10720	Eukaryota	Stramenopiles_X	MAST	MAST-2	MAST-2D	MAST-2D_X	MAST-2D_X_sp.
10719	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10718	Eukaryota	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichales_X	Urospora	Urospora_wormskioldii
6211	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
8141	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
10717	Eukaryota	Cercozoa	Endomyxa	Reticulosida	Filoretidae	Filoreta	Filoreta_sp.
10716	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
6210	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
8140	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
9295	Eukaryota	Stramenopiles_X	MAST	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_X_sp.
6728	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
10714	Eukaryota	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharidales_X_unclassified	
10713	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
10712	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_imperforata
8138	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
10711	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10709	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
10708	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
8136	Eukaryota	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picomonas	Picomonas_judraskeda
10707	Eukaryota	Stramenopiles_X	MAST	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_X_sp.
10706	Eukaryota	Stramenopiles_X	MAST	MAST-2	MAST-2D	MAST-2D_X	MAST-2D_X_sp.
7363	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
8135	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
8134	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	
7362	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	
10705	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-21	Dino-Group-II-Clade-21_X	Dino-Group-II-Clade-21_X_sp.
9284	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10704	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10703	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_unclassified	
7359	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
10702	Eukaryota	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_2	Parmales_env_2_X	Parmales_env_2_X_sp.
10700	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10699	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
9279	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_unclassified	
10698	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified	
10697	Eukaryota	Cercozoa	Endomyxa-Phytomyxea	Phagomyxida	Phagomyxidae	Phagomixa	Phagomixa_sp.
10696	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	
8129	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomonas	Thaumatomonas_sp.
9277	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	Mantoniella_squamata
8127	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified	
10695	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
9272	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
10694	Eukaryota	Stramenopiles_X	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	
10693	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomonadidae_unclassified	
10692	Eukaryota	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Apusomonadidae_Group-1_XXX	Apusomonadidae_Group-1_XXX_sp.
10691	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_minima
10690	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified	
10689	Eukaryota	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picomonas	Picomonas_judraskeda
10688	Eukaryota	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picomonas	Picomonas_judraskeda
7355	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
10687	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
10686	Eukaryota	Stramenopiles_X	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia_Clade__XXX	Pirsonia_Clade__XXX_sp.
10685	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
4963	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	
8122	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
10683	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
5177	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
9264	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
8121	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
9263	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
10682	Eukaryota	Cercozoa	Cercozoa_X	Cercozoa_XX	Cercozoa_XXX	Cercozoa_XXXX	Cercozoa_XXXX_sp.
10681	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
10678	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_unclassified	
8120	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-I	Chrysophyceae_Clade-I_X	Chrysophyceae_Clade-I_X_sp.
10677	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	
10676	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Raphid-pennate_unclassified	
10675	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
9256	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_profunda
10674	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	
10673	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	
9251	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
9250	Eukaryota	Cercozoa	Cercozoa_X	Cercozoa_XX	Cercozoa_XXX	Cercozoa_XXXX	Cercozoa_XXXX_sp.
8118	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
8117	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
10672	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
9249	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
5173	Eukaryota	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_3	Parmales_env_3B	Parmales_env_3B_sp.
8114	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_butcheri
8113	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10668	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	Vermistella_antarctica
10667	Eukaryota	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
8112	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
10666	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
8111	Eukaryota	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
10665	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
9245	Eukaryota	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	Pseudopirsonia	Pseudopirsonia_sp.
10664	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Bacillariophyta_X_unclassified	Bacillariophyta_X_unclassified	
9244	Eukaryota	Lobosa	Lobosa_X	Stygamoebida	Vermistella-lineage	Vermistella	
9243	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
10663	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
8105	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10662	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10660	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10659	Eukaryota	Stramenopiles_X	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	
10658	Eukaryota	Cercozoa	Endomyxa	Vampyrellida	Sey055-lineage	Sey055-lineage_X	Sey055-lineage_X_sp.
8101	Eukaryota	Ochrophyta	Ochrophyta_unclassified	Ochrophyta_unclassified	Ochrophyta_unclassified	Ochrophyta_unclassified	
10657	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	
10656	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
10655	Eukaryota	Ciliophora	Spirotrichea	Spirotrichea_unclassified	Spirotrichea_unclassified	Spirotrichea_unclassified	
10654	Eukaryota	Metazoa	Craniata	Craniata_X	Craniata_X_unclassified	Craniata_X_unclassified	
10653	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
7340	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomonas	Thaumatomonas_sp.
10652	Eukaryota	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharidales_XX	Katablepharidales_XX_sp.
10651	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	
10650	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified	
10649	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
9232	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
8099	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomonas	Thaumatomonas_sp.
10648	Eukaryota	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharis	Katablepharis_japonica
10647	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
8098	Eukaryota	Apicomplexa	Apicomplexa_X	Novel-Apicomplexa-Class-2	Novel-Apicomplexa-Class-2_X	Novel-Apicomplexa-Class-2_XX	Novel-Apicomplexa-Class-2_XX_sp.
10645	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
10644	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified	
9224	Eukaryota	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_3	Parmales_env_3B	Parmales_env_3B_sp.
10643	Eukaryota	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picomonas	Picomonas_judraskeda
10642	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-16	Dino-Group-II-Clade-16_X	Dino-Group-II-Clade-16_X_sp.
10641	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	CCW10-lineage	CCW10-lineage_X	CCW10-lineage_X_sp.
8094	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	TIN_10	Tintinnopsis_10	
10639	Eukaryota	Stramenopiles_X	Labyrinthulea	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae_X	Labyrinthulaceae_X_sp.
10638	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Bacillariophyta_X_unclassified	Bacillariophyta_X_unclassified	
10637	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
10636	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	
9221	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-29	Dino-Group-II-Clade-29_X	Dino-Group-II-Clade-29_X_sp.
10635	Eukaryota	Lobosa	Tubulinea	Leptomyxida	Flabellulidae	Paraflabellula	Paraflabellula_hoguae
7332	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventricleftida_X	Ventricleftida_XX	Ventricleftida_XX_sp.
10634	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
9217	Eukaryota	Chlorophyta	Ulvophyceae	Ulvales-relatives	Ulvales-relatives_X	Ulvales-relatives_XX	Ulvales-relatives_XX_sp.
10633	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10632	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
10631	Eukaryota	Stramenopiles_X	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	Stramenopiles_X_unclassified	
10630	Eukaryota	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonema-Group-1	
10629	Eukaryota	Stramenopiles_X	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia_Clade__XXX	Pirsonia_Clade__XXX_sp.
7328	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
8089	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
7325	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10628	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	
10627	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Araphid-pennate_unclassified	
10626	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
10625	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
9209	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
9206	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
10623	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventricleftida_X	Ventricleftida_XX	Ventricleftida_XX_sp.
9205	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
7319	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
10622	Eukaryota	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	
6691	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
9202	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10621	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10620	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10619	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10618	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	
9200	Eukaryota	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_3	Parmales_env_3B	Parmales_env_3B_sp.
10616	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
9199	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
9198	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
10615	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Strombidiidae_unclassified	
10614	Eukaryota	Rhizaria_unclassified	Rhizaria_unclassified	Rhizaria_unclassified	Rhizaria_unclassified	Rhizaria_unclassified	
10613	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
9195	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
7316	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10611	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Chrysophyceae_Clade-F_unclassified	
10610	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-23	Dino-Group-II-Clade-23_X	Dino-Group-II-Clade-23_X_sp.
9194	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
10609	Eukaryota	Stramenopiles_X	MAST	MAST-1	MAST-1A	MAST-1A_X	MAST-1A_X_sp.
10608	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10607	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
10606	Eukaryota	Ciliophora	Spirotrichea	Hypotrichia	Hypotrichia_unclassified	Hypotrichia_unclassified	
10605	Eukaryota	Metazoa	Craniata	Craniata_X	Craniata_X_unclassified	Craniata_X_unclassified	
10604	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
9190	Eukaryota	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcales-Clade-A	Prasinococcus	Prasinococcus_capsulatus
10603	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10602	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Delphineis	Delphineis_sp.
10601	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
10600	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
8079	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
5780	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
10599	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Chrysophyceae_Clade-F_unclassified	
9186	Eukaryota	Lobosa	Lobosa_X	Himatismenida	Parvamoebidae	Parvamoeba	Parvamoeba_monoura
10598	Eukaryota	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_unclassified	Pterocystida_unclassified	
