OTU	FE-56	FE-57	FE-58	FE-59	FE-60	FE-61	FE-62	FE-63	FE-64	FE-65	FE-66	FE-67	FE-68	FE-69	FE-70	FE-71	FE-72	FE-73	FE-74	FE-75	FE-76	FE-77	FE-78	FE-79	FE-80	FE1-reference	FE10-HGCL2-10weeks	FE12-Formalin-10weeks	FE14-Formalin-10weeks	FE16-RNAlater-10weeks	FE17-RNAlater-10weeks	FE18-RNAlater-10weeks	FE2-reference	FE20-RNAlater-10weeks	FE21-DNAgard-10weeks	FE22-DNAgard-10weeks	FE23-DNAgard-10weeks	FE24-DNAgard-10weeks	FE25-DNAgard-10weeks	FE26-PBuffer-10weeks	FE27-PBuffer-10weeks	FE28-PBuffer-10weeks	FE3-reference	FE30-PBuffer-10weeks	FE31-HGCL2-28weeks	FE32-HGCL2-28weeks	FE33-HGCL2-28weeks	FE34-HGCL2-28weeks	FE35-HGCL2-28weeks	FE4-reference	FE41-RNAlater-28weeks	FE42-RNAlater-28weeks	FE43-RNAlater-28weeks	FE44-RNAlater-28weeks	FE45-RNAlater-28weeks	FE46-DNAgard-28weeks	FE47-DNAgard-28weeks	FE48-DNAgard-28weeks	FE49-DNAgard-28weeks	FE5-reference	FE50-DNAgard-28weeks	FE51-PBuffer-28weeks	FE52-PBuffer-28weeks	FE53-PBuffer-28weeks	FE54-PBuffer-28weeks	FE55-PBuffer-28weeks	FE56-HGCL1-50weeks	FE57-HGCL1-50weeks	FE58-HGCL1-50weeks	FE59-HGCL1-50weeks	FE6-HGCL2-10weeks	FE60-HGCL1-50weeks	FE66-RNAlater-50weeks	FE67-RNAlater-50weeks	FE68-RNAlater-50weeks	FE69-RNAlater-50weeks	FE70-RNAlater-50weeks	FE71-DNAgard-50weeks	FE72-DNAgard-50weeks	FE73-DNAgard-50weeks	FE74-DNAgard-50weeks	FE75-DNAgard-50weeks	FE76-PBuffer-50weeks	FE77-PBuffer-50weeks	FE8-HGCL2-10weeks	FE9-HGCL2-10weeks	FE_31	FE_32	FE_33	FE_34	FE_35	FE_37	FE_38	FE_39	FE_40	FE_41	FE_42	FE_43	FE_44	FE_45	FE_46	FE_47	FE_48	FE_50	FE_51	FE_52	FE_53	FE_54	FE_55	Fixativ-Experiment-10	Fixativ-Experiment-11	Fixativ-Experiment-12	Fixativ-Experiment-13	Fixativ-Experiment-14	Fixativ-Experiment-15	Fixativ-Experiment-16	Fixativ-Experiment-17	Fixativ-Experiment-18	Fixativ-Experiment-19	Fixativ-Experiment-1	Fixativ-Experiment-20	Fixativ-Experiment-21	Fixativ-Experiment-22	Fixativ-Experiment-23	Fixativ-Experiment-24	Fixativ-Experiment-25	Fixativ-Experiment-26	Fixativ-Experiment-27	Fixativ-Experiment-28	Fixativ-Experiment-2	Fixativ-Experiment-30	Fixativ-Experiment-3	Fixativ-Experiment-4	Fixativ-Experiment-5	Fixativ-Experiment-6	Fixativ-Experiment-7	Fixativ-Experiment-8	Fixativ-Experiment-9
32	1074	7	3	9	5	2167	3205	18	6171	3068	8	6	1	3	8	2	13	2	1	52	4	5	4	2429	2	239	99	2	0	6	4	210	1250	1	5	0	50	17	0	1	87	0	608	0	38	18	20	0	1	1498	0	0	0	1	0	0	51	35	0	1178	0	0	34	0	55	2	50	100	48	288	4	145	2	0	0	0	0	0	0	1	57	0	0	37	0	134	167	9	366	124	42	2946	1456	2223	1981	0	1	0	0	0	3	0	0	0	0	0	0	1	46	1	1	114	424	701	368	4	5	0	12	230	7	0	1	0	0	0	0	3	0	95	0	92	153	273	14	0	7	71
34	739	476	454	1175	281	100	182	0	654	794	0	0	0	0	0	0	2	0	0	0	0	0	0	298	0	245	2197	0	0	0	0	210	1069	0	0	0	0	0	0	0	1471	0	705	0	172	38	0	0	0	1217	0	0	0	0	0	0	84	0	0	840	0	0	0	0	0	0	29	349	602	344	52	148	0	0	0	0	0	0	1	0	0	0	0	658	0	739	1183	195	0	216	689	0	0	626	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2559	0	595	0	578	310	0	0	0	2	0	0	0	0	0	0	0	0	0	0	186	0	223	141	149	2327	2759	1845	2230
30	762	6	0	144	254	3480	250	1	2117	1692	0	0	0	1	0	0	7	1	0	0	0	0	0	1725	0	743	811	0	0	0	0	538	1834	0	0	0	0	0	0	0	1648	0	996	0	449	97	119	0	0	1332	0	0	0	0	0	0	58	0	0	1827	0	0	0	0	0	1	329	804	251	588	17	636	1	0	45	1	0	0	0	0	0	0	1	1602	0	453	75	379	333	312	1141	678	610	589	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	1	644	0	1873	1040	2	0	0	0	283	34	0	0	0	0	0	0	0	0	268	0	371	198	275	413	831	628	493
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	72	3	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1113	1248	0	5280	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5787	6033	676	8119	287	22	0	0	0	0	0	0	0	0	0	1656	0	0	0	1	1256	728	228	10	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	27	0	0	0
37	0	0	0	0	0	0	0	4052	0	268	13	5	24	22	43	1	222	499	0	3182	8	5318	3	0	0	18	0	0	83	34	8	41	155	30	529	284	223	142	96	33	17	397	46	658	0	1	0	1045	19	91	13	10	0	11	9	28	0	3844	129	120	6	735	1299	837	394	112	1	0	0	0	0	0	107	40	429	182	13	375	1064	280	1268	172	45	1	0	0	0	0	0	0	0	6	53	31	89	1	4	12	0	7	3	32	1	17	0	188	0	10	320	0	0	0	0	1	59	0	19	2	1	131	23	20	174	35	42	6	0	723	3	8	279	29	29	21	0	0	0	0
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3093	2263	2464	2556	2113	0	0	0	0	0	0	0	0	0	0	0	156	101	561	0	292	1876	0	0	2854	0	5019	0	0	1	0	1	0	1	0	0	0	0	0	0	0	3107	284	3342	0	2	1	1790	0	0	182	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1221	4744	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2532	1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	2	688	2664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1971	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6873	8039	0	1	0	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	3461	1994	2855	2814	1776	0	0	0	0	0	0	0	0	1	0	1	146	127	355	1	189	1986	0	0	2476	0	4336	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2838	234	3061	1	0	0	1744	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	0	7	0	14	1	1	7	1	118	169	202	177	141	23	13	5	2	30	127	53	29	0	2	0	11	2	5	3140	1057	20	0	199	6	0	0	1	0	2740	6	40	8	1	6	0	5	811	2539	1	550	2875	2242	902	2298	4	0	108	5	3	9	1655	1471	1302	192	875	2	5	4	1	0	3	2912	1104	440	3	1021	0	0	0	0	0	3165	0	0	11	2	1	0	0	0	0	0	0	0	20	129	147	64	98	43	24	2	1	47	46	34	69	8	5	0	0	0	0	0	168	161	169	183	0	204	3	0	0	0	0	26	171	22	0	4	0	0	0	0	1	0	0
42	141	1764	0	1770	0	0	1	0	183	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	66	0	0	114	28	500	605	407	0	0	0	1	0	336	1178	0	469	0	81	150	29	0	123	321	5	46	0	0	2	0	44	0	0	650	0	0	0	0	0	0	156	275	384	233	13	249	0	0	0	0	0	0	0	0	1	0	0	78	0	453	0	149	0	0	0	131	0	148	256	0	153	1	2	17	0	0	0	0	0	0	0	0	0	831	0	350	3	212	773	733	185	1277	286	1558	556	0	0	0	0	0	0	474	0	339	0	591	76	376	681	569	2164	527
44	0	0	0	0	0	1	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692	0	0	0	1197	69	0	0	0	0	665	0	11	0	11	177	396	4	8	13005	50	79	29	18	68	8	245	0	169	0	0	0	0	0	0	0	6	20	106	0	0	3764	0	0	0	245	0	0	0	0	0	0	0	68	198	0	0	0	0	0	0	0	0	0	21	41	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1310	0
40	0	0	92	1171	422	455	1337	0	792	759	0	0	0	0	0	0	1	0	0	0	0	0	0	293	0	449	145	0	0	0	0	746	751	0	0	1	0	0	0	0	686	0	586	0	37	519	10	0	0	972	0	0	0	0	0	0	24	1	0	1157	0	0	0	0	0	1	381	193	47	273	21	307	1	0	0	0	0	0	0	2	0	0	1	200	0	659	444	396	9	119	1019	0	54	652	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	184	0	178	0	376	389	0	0	0	0	4340	0	0	0	0	0	0	0	108	15	182	0	49	149	281	2257	361	2323	1466
48	2060	441	57	2051	1948	122	438	0	124	150	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	4	0	539	267	0	0	0	0	0	0	0	613	0	166	0	120	181	34	0	0	278	0	0	0	0	0	0	29	0	0	219	0	0	0	0	0	0	104	303	192	704	8	484	0	0	0	0	0	0	0	0	0	0	0	2745	0	156	1	201	435	1487	1	45	164	107	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	271	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	36	65	206	527	325	408	1069
47	505	894	0	725	591	1198	1333	1	1149	662	0	0	0	0	1	1	2	2	0	0	0	0	1	235	0	96	543	389	388	0	0	484	173	0	0	0	0	0	0	1	417	0	216	0	97	13	54	0	0	152	0	0	0	0	0	0	63	0	0	459	0	0	0	0	0	0	164	365	452	566	12	503	0	0	0	0	0	0	0	0	0	0	0	672	0	280	614	38	598	74	560	622	462	316	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	579	101	596	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	165	34	237	378	273	423	430
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3964	52	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2568	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5048	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1970	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6050	6022	50	82	0	0	0	0	0	0	0	0	0	0	0	0
49	243	351	505	870	708	32	0	3	123	215	1	8	4	1	1	0	41	29	4	167	2	454	0	25	0	9	777	0	0	52	11	1026	33	25	115	91	76	51	13	9	832	11	32	4	278	199	104	97	74	39	20	8	47	120	21	67	196	135	37	48	142	15	11	10	1	264	174	1042	1725	892	22	1179	37	15	0	109	5	165	171	55	141	18	5	1701	0	360	615	191	290	383	195	4	31	1	0	0	2	0	2	0	0	0	0	12	0	0	1	8	0	178	0	24	0	0	0	0	1	0	1	0	16	78	9	45	0	61	1218	40	42	6	49	1	5	6	143	58	190	244
52	899	558	0	71	739	883	1203	1	733	769	0	0	0	0	0	0	1	2	0	0	0	1	0	760	0	438	360	0	0	0	0	148	378	0	0	0	0	0	0	0	338	0	367	1	21	29	29	0	0	351	0	0	0	0	0	0	19	0	0	785	0	0	0	0	0	0	57	294	51	501	2	177	0	0	0	0	0	0	0	0	0	0	0	656	0	81	154	175	60	86	730	784	666	351	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	203	514	720	460	0	1	0	0	113	0	0	0	0	0	0	0	0	0	206	0	364	173	289	153	20	475	273
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	138	0	0	28	0	0	0	0	0	0	0	0	0	0	0	3606	0	1	0	0	0	0	14630	745	475	57	4399	14	128	125	0	0	0	0
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6717	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	247	792	0	26	31	1138	248	0	347	96	0	0	0	0	0	0	1	0	0	0	0	0	0	344	0	321	323	201	0	0	0	249	1168	0	0	2	0	0	0	0	143	0	1113	0	72	11	6	17	0	1122	0	0	0	0	0	0	49	0	0	1462	0	0	0	1	0	0	38	196	172	416	6	292	0	0	1	0	0	0	0	0	0	0	0	106	0	167	240	0	329	137	384	154	217	186	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	224	0	520	596	0	0	0	0	370	1	0	0	0	0	0	0	0	0	670	0	1161	380	719	270	53	176	256
51	75	0	686	0	0	124	108	0	351	427	0	0	0	0	0	0	0	1	0	0	0	0	0	93	0	1168	221	149	1	0	0	197	1932	0	0	0	1	0	0	1	285	0	1441	0	114	8	21	0	0	1013	0	0	0	2	0	0	31	37	0	3030	0	0	0	0	0	0	44	178	100	137	6	95	1	0	0	0	1	0	0	1	0	0	0	184	0	88	23	33	178	4	223	17	33	79	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	1	94	0	471	59	0	1	0	0	799	0	0	0	0	0	0	0	62	0	968	0	719	534	1380	136	388	162	398
57	143	0	0	0	0	84	143	0	4	74	0	0	0	0	0	0	0	0	0	453	0	0	122	199	317	126	1623	1	0	1	7	1853	265	1	276	129	68	216	42	3	1113	253	182	709	27	175	20	274	4	118	0	0	5	0	0	0	34	393	12	190	52	266	202	225	477	0	43	165	404	191	35	63	1	0	1280	10	0	111	91	23	0	0	1	927	1	571	7	17	96	0	0	31	7	74	76	0	0	0	0	0	0	0	0	0	0	0	146	0	0	198	0	2	0	0	82	0	0	0	0	0	0	0	45	0	0	40	0	0	357	10	0	3	14	20	62	51	74	56
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2350	24	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2957	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1087	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3295	3142	18	56	0	0	0	0	0	0	0	0	0	0	0	0
59	0	0	971	0	241	927	429	0	473	843	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	275	225	0	0	0	0	105	937	0	0	0	0	0	0	0	133	0	447	0	33	10	26	0	0	705	0	0	0	0	0	0	0	0	0	1653	0	0	0	0	0	0	11	135	0	26	0	132	0	0	0	0	0	0	0	0	0	0	0	30	0	68	81	0	35	33	377	345	394	286	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	200	358	732	898	0	0	0	0	0	0	0	0	0	0	0	1	0	0	608	0	167	90	328	333	143	340	133
63	2	0	1	0	0	334	289	15	402	204	0	0	2	0	1	0	2	1	0	1	1	0	0	548	0	835	7	110	139	0	0	141	1580	0	0	0	0	0	0	0	40	0	1195	0	3	0	5	0	0	1108	0	0	0	0	0	0	11	0	0	1362	0	0	0	0	0	0	0	23	47	149	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	129	128	132	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	62	1707	238	373	0	0	0	0	1133	0	0	0	0	0	0	0	0	0	314	0	512	217	666	0	0	0	151
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5110	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2106	27	6	288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2390	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4329	1	0	2241	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3317	2797	58	351	0	0	0	0	0	0	0	0	0	0	0	0
69	0	408	0	152	0	755	553	0	511	566	0	0	0	0	0	0	1	1	0	0	0	0	0	231	0	264	191	1	3	0	2	624	581	0	0	0	38	0	0	1	114	0	455	0	26	18	0	1	0	697	0	0	0	0	0	0	70	0	0	661	0	0	0	0	0	0	25	41	484	122	3	289	0	0	0	0	0	0	0	0	0	0	0	337	0	66	92	19	0	0	168	221	366	342	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	131	569	532	477	0	0	0	0	373	1	129	0	0	4	0	0	0	0	137	0	227	112	160	19	3	7	420
62	37	553	0	615	774	1068	415	0	1137	76	0	0	0	0	0	1	2	0	0	0	0	0	0	492	0	288	176	0	0	0	0	138	518	0	0	0	0	0	0	0	43	0	367	0	0	53	11	0	1	502	0	0	0	0	1	0	61	0	0	627	0	0	0	0	0	0	39	199	110	44	3	41	0	0	0	0	0	0	0	0	0	0	0	247	0	47	90	0	0	173	22	324	322	352	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	404	1	519	268	0	0	0	1	145	0	0	0	0	0	0	1594	0	0	169	113	237	144	278	112	45	164	292
70	150	0	417	2723	1941	0	263	0	194	212	0	0	0	0	0	0	0	0	0	0	1	0	0	259	0	48	705	0	0	2	0	145	61	0	0	0	0	0	0	0	13	0	49	0	186	188	116	0	0	18	0	0	0	0	0	0	51	0	0	182	0	0	0	0	0	0	69	0	86	331	14	167	0	0	0	0	0	0	0	0	0	0	0	341	0	228	91	307	728	689	0	9	76	27	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	86	0	0	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	10	39	156	315	424	178	443
74	0	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0	26	0	0	0	0	0	0	0	0	13	0	0	0	131	0	7	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	41	0	1	0	0	10877	0	0	0	0	0	0	0	0	0	0	1	0	0	0	180	55	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	224	2	0	272	716	1657	655	4	1092	975	0	1	6	0	0	0	30	47	0	2	1	0	0	783	0	8	60	264	450	0	0	15	0	0	0	0	0	0	0	0	75	0	10	0	26	0	1	0	0	10	0	0	0	0	0	0	19	0	0	18	0	0	0	0	0	0	17	97	34	96	0	44	0	0	0	0	0	0	0	0	0	0	0	210	0	54	0	0	0	0	0	459	415	399	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	94	284	869	1109	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	8	110	18	0	1
61	295	0	0	262	0	0	0	4	0	0	1	0	0	0	18	631	1	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	0	1122	541	813	655	665	0	0	0	0	0	0	21	0	1	1	0	50	54	106	60	119	644	0	42	758	0	1807	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1229	94	731	2	0	197	799	0	1	3036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
72	0	0	0	0	0	6	0	1	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	902	1	0	0	0	0	1	2690	0	0	0	0	0	0	0	0	0	1208	0	0	0	8	0	0	1199	0	0	0	0	0	0	2	0	0	1386	0	0	0	0	0	0	12	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	68	64	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	177	0	0	0	0	0	0	785	58	0	1236	0	1161	428	703	0	0	52	0
76	30	87	236	0	0	129	6	0	209	260	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	199	147	0	0	0	0	343	354	0	0	0	0	0	0	0	205	0	651	0	56	135	63	0	0	532	1	0	0	0	0	0	196	0	0	673	0	0	0	0	0	0	82	398	599	279	3	36	1	0	0	0	0	0	0	0	0	0	0	811	0	347	35	78	396	164	89	97	0	34	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	142	0	170	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	206	56	171	643	283	851	809
54	980	0	136	692	514	1	82	2165	1	616	10	0	0	73	14	1	65	160	0	20	0	10	0	347	2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	56	0	0	0	0	77	4397	0	0	3	41	105	0	0	2	0	0	0	1232	0	0	2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	169	224	0	0	0	0	0	0	0	381	0
56	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	970	28	0	0	0	0	0	0	1	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	545	0	2809	27	0	327	0	0	1	0	1	0	0	0	0	0	0	1	3295	552	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	378	1	0	0	0	1	0	12	7320	0	3	38	0	0	0	0
73	77	0	0	0	0	1051	833	0	767	398	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	378	155	91	207	0	0	158	314	0	0	10	0	0	7	0	17	0	269	0	14	0	0	0	0	479	0	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	36	97	259	53	1	84	0	0	0	0	0	0	0	0	0	0	0	145	0	16	66	68	0	315	0	882	248	281	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	29	61	1033	456	560	0	0	0	0	219	0	0	0	0	0	0	0	0	0	141	0	254	128	241	21	5	269	33
65	0	61	0	447	1	32	720	2	6	393	0	0	0	0	0	1	0	1	0	0	1	1	3	696	0	425	317	0	121	0	0	403	748	0	0	0	0	17	0	0	422	0	487	0	76	149	50	0	0	418	0	0	0	0	0	0	181	0	0	1101	0	0	0	0	0	0	63	279	369	279	12	18	0	0	0	0	0	0	1	0	0	0	0	438	5	251	277	25	0	355	11	165	17	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	565	169	573	69	166	650	290
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10005	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	190	0	0	1238	0	0	0	0	0	0	0
64	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	14	0	0	11	1334	873	1392	1501	863	2	0	0	0	0	0	0	0	0	0	0	80	34	141	0	77	891	0	0	1207	0	1645	1	0	0	0	0	0	0	0	58	0	1	0	0	0	1137	99	1703	0	0	0	939	0	0	65	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	571	0	3	3	10	3	0	6	3	1	0	3	7	0	0	1	6	0	3	2	10	0	0	430	0	13	0	340	0	1	0	0	0	0	880	577	716	1062	542	1	19	0	0	0	61	57	21	0	0	19	35	49	96	28	81	491	0	122	625	0	1217	48	186	0	109	333	0	32	0	124	0	0	0	0	285	1128	88	1007	0	0	503	373	0	0	44	1	6	1	3	2	3	2	9	7	0	1	0	0	2	2	1	2	0	0	1	2	2	3	2	0	0	1	0	0	726	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
66	2605	2	0	104	106	142	0	5	1	0	9	0	6	3	11	1618	112	411	11	97	3278	0	1	4092	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	4	0	11	0	0	9	0	0	124	0	2	0	0	0	0	29	0	0	0	1	0	1	2	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	231	0	0	0	1	0	0	1	131	1	0	0	1	0	0	0	2	0	1	0	2	0	0	192	128	0	4
86	0	14	0	66	0	107	13	18	60	4	1070	1547	1946	1603	1225	104	106	22	37	267	1253	508	317	4	41	0	0	0	0	23	7	0	0	3	0	0	0	0	0	27	0	0	0	0	0	0	0	7	26	0	6	32	23	10	37	0	0	1	0	0	0	18	5	12	3	88	0	0	0	0	0	0	28	17	7	0	12	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	3	12	23	4	16	4	8	0	0	3	3	4	5	4	1	0	0	0	0	0	15	33	24	26	0	22	0	0	0	0	0	3	14	1	0	1	0	0	0	0	0	0	0
85	102	69	1551	1434	1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	44	0	0	0	0	0	651	0	0	0	0	0	0	0	0	336	0	0	0	49	0	8	0	0	27	0	0	0	0	0	0	102	0	0	6	0	0	0	0	0	0	155	127	335	418	3	680	0	0	0	0	0	0	0	0	0	0	0	574	0	0	192	103	149	465	744	0	44	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	196	0	124	229
